ClientId: 1159
Shoes 6/21
Shoes 8/9
Phone 10/22
Blu-Ray 3/6
Blu-Ray 4/24
Phone 7/23
Lamp 9/3
Song 7/1
Shoes 10/3
Song 11/3
Lamp 3/21
Shoes 7/12
Phone 10/19
Blu-Ray 2/21
Song 8/16
Textbook 9/2
Song 5/18
Phone 11/1
Lamp 6/7
Blu-Ray 12/2
MovieRental 7/8
MovieRental 5/16
Textbook 4/13
MovieRental 11/5
Lamp 9/15
Lamp 10/17
Song 2/12
Phone 10/23
Textbook 4/26
Phone 8/19
Song 9/6
Phone 1/22
Song 9/21
Phone 10/11
Lamp 3/22
MovieRental 3/2
Blu-Ray 9/16
Textbook 1/12
MovieRental 9/5
Textbook 11/5
MovieRental 3/15
Phone 10/16
Phone 5/25
Shoes 10/24
Song 10/4
Textbook 8/16
Song 3/24
MovieRental 1/5
Lamp 12/23
Lamp 7/16
Phone 8/16
Lamp 1/10
MovieRental 7/15
Blu-Ray 3/6
Lamp 11/9
Song 9/3
Song 5/6
Song 4/14
Song 1/6
Textbook 4/1
MovieRental 7/13
Blu-Ray 7/6
Blu-Ray 11/24
Shoes 5/23
Blu-Ray 4/5
Blu-Ray 10/3
Song 10/4
Shoes 1/14
Textbook 11/26
Phone 2/6
MovieRental 10/2
Blu-Ray 6/12
Textbook 5/26
Blu-Ray 1/8
Textbook 8/21
Lamp 2/13
Shoes 7/13
MovieRental 11/22
Textbook 7/17
Blu-Ray 3/1
Lamp 12/9
Lamp 5/8
Phone 2/5
Phone 3/6
Shoes 12/19
Shoes 1/25
Phone 1/26
Lamp 9/9
Lamp 4/22
