ClientId: 1116
Lamp 11/15
MovieRental 3/13
Phone 2/11
Lamp 1/14
Song 11/12
MovieRental 7/20
Shoes 7/16
Phone 3/12
Blu-Ray 9/18
MovieRental 3/5
Shoes 7/12
Shoes 7/1
Textbook 8/18
Lamp 8/22
Blu-Ray 9/18
Song 11/9
Phone 2/6
Textbook 6/1
Textbook 4/2
Lamp 3/3
MovieRental 6/21
MovieRental 3/23
Textbook 7/20
Song 5/24
MovieRental 3/4
MovieRental 10/26
Song 10/18
Shoes 4/2
Shoes 3/14
MovieRental 3/6
Phone 8/4
Textbook 9/25
Shoes 3/12
Textbook 10/6
Shoes 10/12
Phone 11/4
Blu-Ray 12/4
Song 4/19
Blu-Ray 1/17
Song 5/1
MovieRental 7/17
Blu-Ray 6/7
Blu-Ray 12/12
Song 3/23
Blu-Ray 2/9
Blu-Ray 2/7
Lamp 9/20
Phone 6/24
Song 1/10
Textbook 1/7
Shoes 6/20
Blu-Ray 8/7
Song 12/19
Shoes 11/10
Shoes 8/21
Textbook 6/14
Textbook 3/4
Textbook 6/9
Song 8/10
Phone 1/18
Song 6/23
Shoes 1/13
MovieRental 10/15
Lamp 9/20
Shoes 7/5
MovieRental 9/25
Textbook 4/13
Textbook 6/10
Blu-Ray 11/26
Lamp 1/18
Textbook 4/22
Blu-Ray 10/25
Textbook 8/22
Shoes 3/18
Shoes 2/13
Textbook 11/15
Phone 7/10
MovieRental 4/12
Textbook 4/25
Phone 9/6
Phone 8/1
Textbook 10/24
Phone 3/21
Song 4/12
Phone 7/17
Textbook 9/11
Phone 4/5
Blu-Ray 12/22
Blu-Ray 7/18
Song 11/2
Shoes 1/20
Blu-Ray 8/16
Shoes 2/11
Lamp 9/21
Lamp 7/7
MovieRental 12/22
Textbook 5/18
Blu-Ray 2/8
Song 8/26
MovieRental 10/21
Shoes 9/22
Phone 8/19
Phone 8/15
Lamp 8/22
MovieRental 11/25
Lamp 2/22
Lamp 1/17
Blu-Ray 12/20
Shoes 8/4
Blu-Ray 5/6
Song 9/7
Song 7/7
Textbook 9/7
Textbook 8/24
Lamp 9/9
Song 7/19
Shoes 11/17
Lamp 3/1
Phone 11/7
Blu-Ray 11/18
Lamp 11/11
Shoes 12/11
Phone 1/18
Textbook 9/12
Blu-Ray 1/20
Textbook 3/6
Textbook 6/6
Lamp 3/17
MovieRental 7/1
Song 3/4
Blu-Ray 2/13
Phone 7/20
MovieRental 5/25
Phone 11/25
MovieRental 10/11
Textbook 6/16
Song 7/23
MovieRental 4/14
Textbook 4/3
Blu-Ray 4/17
Shoes 4/12
Lamp 3/20
Lamp 9/17
Shoes 6/23
MovieRental 10/20
MovieRental 3/1
Phone 6/10
Song 5/1
Lamp 11/24
Shoes 7/12
Phone 6/6
Song 10/16
Phone 7/1
Song 5/7
MovieRental 11/20
MovieRental 8/12
MovieRental 4/7
Phone 6/18
Shoes 3/4
Blu-Ray 5/26
Shoes 8/18
Lamp 7/2
Song 10/15
Blu-Ray 2/3
Shoes 9/23
Phone 7/24
Phone 9/12
Blu-Ray 10/1
Textbook 2/12
Shoes 12/5
Blu-Ray 5/5
Shoes 12/11
Textbook 9/25
Textbook 12/17
Textbook 6/20
Blu-Ray 2/23
MovieRental 5/10
Song 7/21
Phone 7/26
Lamp 10/7
Shoes 12/18
Textbook 1/14
Blu-Ray 5/3
Textbook 6/13
Phone 8/24
Textbook 6/25
Song 5/4
MovieRental 12/17
Textbook 11/16
Blu-Ray 8/6
Lamp 2/24
Blu-Ray 11/17
Textbook 3/19
Textbook 11/20
Song 7/23
Shoes 9/23
Textbook 2/16
MovieRental 12/3
Shoes 6/6
MovieRental 12/26
Lamp 8/2
Song 10/24
Shoes 2/7
Blu-Ray 5/8
Phone 12/22
Textbook 12/13
Textbook 3/24
Lamp 4/15
Lamp 1/23
Shoes 1/18
Lamp 1/17
Blu-Ray 11/8
Shoes 10/19
Song 11/16
Shoes 11/14
Blu-Ray 2/5
Shoes 5/6
MovieRental 4/11
Blu-Ray 5/23
Phone 7/18
Textbook 9/19
Shoes 11/3
Textbook 8/18
Lamp 8/16
Phone 3/12
Phone 10/13
Lamp 7/11
Phone 1/1
MovieRental 11/3
Blu-Ray 5/26
Lamp 8/16
MovieRental 1/1
MovieRental 11/5
Phone 7/6
Lamp 5/5
Phone 1/23
Lamp 1/26
Phone 1/8
Shoes 5/2
Lamp 4/1
Shoes 7/11
Song 3/4
MovieRental 10/9
Song 10/19
Blu-Ray 8/12
Textbook 7/22
Lamp 12/25
MovieRental 3/18
Phone 2/7
MovieRental 6/10
Phone 5/4
Phone 12/15
Song 11/7
Blu-Ray 4/24
MovieRental 1/25
Textbook 9/23
Blu-Ray 5/3
Blu-Ray 8/18
Phone 12/7
Shoes 7/20
Textbook 10/8
Phone 11/25
MovieRental 7/25
Lamp 1/26
Lamp 4/15
MovieRental 5/25
Shoes 8/21
Blu-Ray 6/15
Blu-Ray 11/21
Song 1/2
Song 7/20
Shoes 9/11
MovieRental 5/4
Blu-Ray 4/25
Song 6/25
Lamp 12/6
Lamp 3/18
Textbook 3/2
Lamp 1/23
Song 12/4
Blu-Ray 11/19
Phone 1/24
Phone 7/2
Song 11/5
Textbook 4/15
Lamp 11/2
Shoes 12/14
Blu-Ray 5/10
Phone 2/24
MovieRental 1/23
Textbook 8/6
Lamp 9/13
Phone 4/21
Lamp 2/9
Phone 12/1
Song 3/9
Phone 8/14
Blu-Ray 2/2
MovieRental 4/25
Lamp 6/10
MovieRental 7/10
Lamp 1/26
Phone 2/8
Textbook 7/17
Song 1/16
Blu-Ray 1/19
Shoes 3/13
Song 6/18
Shoes 3/26
Shoes 5/25
Blu-Ray 9/25
Song 10/19
Song 4/20
Textbook 11/4
Lamp 8/6
MovieRental 4/23
Shoes 9/22
Textbook 3/13
Shoes 1/19
Lamp 1/22
Phone 3/1
Song 9/13
MovieRental 9/4
Shoes 8/1
Song 8/25
Shoes 6/18
Textbook 2/23
Textbook 11/20
Textbook 10/16
MovieRental 2/13
MovieRental 2/2
Song 3/19
Textbook 8/17
Lamp 5/1
Blu-Ray 5/19
Lamp 7/6
Textbook 5/12
Lamp 12/16
Song 8/25
Blu-Ray 6/18
Lamp 11/22
Blu-Ray 1/5
MovieRental 8/6
Textbook 8/10
Textbook 5/22
Song 6/21
MovieRental 4/21
Blu-Ray 3/6
Textbook 6/23
Shoes 5/23
Phone 5/7
Textbook 4/1
MovieRental 3/9
Textbook 9/1
Phone 12/21
Song 9/7
Textbook 7/25
Shoes 11/12
Lamp 6/22
Shoes 7/11
Shoes 6/21
Phone 7/15
Blu-Ray 12/8
Lamp 11/18
Blu-Ray 3/3
Song 5/10
Song 12/26
Shoes 5/14
Blu-Ray 3/11
Phone 8/18
Textbook 1/23
Blu-Ray 10/17
MovieRental 12/21
Textbook 1/2
MovieRental 11/26
Lamp 3/8
Textbook 7/25
Shoes 9/23
Phone 7/7
Lamp 12/9
Shoes 3/13
Shoes 1/20
Lamp 7/20
Song 7/9
Shoes 10/12
Lamp 4/7
Phone 1/18
Blu-Ray 6/23
Shoes 5/11
Lamp 4/9
Song 7/16
Textbook 12/17
Shoes 8/11
Song 7/21
MovieRental 3/13
Song 12/18
Song 4/8
Blu-Ray 4/17
MovieRental 8/24
Lamp 4/23
MovieRental 10/9
Phone 5/16
Phone 1/22
MovieRental 4/26
Shoes 2/4
Blu-Ray 7/10
Song 5/17
Phone 7/25
Phone 8/3
Song 1/23
Blu-Ray 1/5
Lamp 3/15
Textbook 11/23
Phone 11/6
Song 11/8
Blu-Ray 6/24
Shoes 8/1
Song 3/14
Song 4/6
MovieRental 1/26
Blu-Ray 2/11
Blu-Ray 11/8
Song 5/24
Textbook 8/16
Phone 4/22
Textbook 9/9
Shoes 2/11
Song 12/9
Blu-Ray 3/19
Blu-Ray 4/18
Song 12/13
Shoes 9/13
Phone 2/15
MovieRental 4/9
Phone 2/3
MovieRental 2/1
MovieRental 12/22
Lamp 12/16
Phone 7/12
MovieRental 3/10
Phone 10/18
Phone 5/4
Blu-Ray 2/9
Shoes 9/4
Lamp 7/19
MovieRental 3/21
Phone 2/13
Textbook 12/18
Lamp 1/12
Shoes 1/3
Phone 5/11
Song 8/13
MovieRental 5/20
Textbook 5/9
Song 1/14
Song 7/18
Textbook 6/24
Textbook 5/5
MovieRental 7/19
Phone 1/17
MovieRental 11/25
Blu-Ray 11/9
MovieRental 9/3
Lamp 7/3
Textbook 3/11
Textbook 7/1
Shoes 2/14
Lamp 6/11
Song 3/11
Song 4/17
Lamp 8/10
Textbook 3/26
Song 8/2
Blu-Ray 1/13
Shoes 6/11
Phone 8/17
Lamp 2/23
MovieRental 8/3
Shoes 12/15
MovieRental 9/5
Song 5/4
Shoes 10/8
Phone 12/1
Shoes 1/12
Textbook 11/24
Blu-Ray 5/16
Blu-Ray 2/15
Lamp 8/8
Song 7/10
Blu-Ray 4/13
Textbook 9/18
Lamp 6/23
Shoes 9/23
Phone 10/13
Textbook 10/22
Song 11/19
MovieRental 6/5
Shoes 1/11
MovieRental 6/24
Song 10/19
Textbook 3/1
Shoes 11/18
Song 8/9
Textbook 8/1
Shoes 10/24
MovieRental 9/7
Song 12/18
Textbook 1/1
Song 9/4
Textbook 4/5
MovieRental 11/26
Blu-Ray 2/12
