ClientId: 1028
Shoes 10/21
Shoes 3/4
Blu-Ray 1/21
MovieRental 6/26
Blu-Ray 6/22
Song 10/13
Textbook 11/18
Textbook 7/26
Phone 3/26
Phone 4/15
MovieRental 9/23
Song 5/16
MovieRental 4/25
Song 6/5
Shoes 1/22
Blu-Ray 4/8
Shoes 1/16
Textbook 10/24
Song 3/12
Shoes 1/21
Shoes 11/6
Lamp 10/14
Blu-Ray 11/26
Textbook 10/19
Song 9/19
Song 12/20
MovieRental 8/12
MovieRental 12/13
MovieRental 6/13
Lamp 7/13
Song 2/1
Textbook 12/5
Song 8/13
Blu-Ray 10/8
Lamp 11/25
Lamp 5/4
Lamp 8/22
MovieRental 5/22
Textbook 6/14
Blu-Ray 2/25
Blu-Ray 3/6
Textbook 4/23
Shoes 1/9
Textbook 1/15
Phone 6/4
Phone 2/19
Blu-Ray 2/22
MovieRental 4/17
Song 1/15
Phone 4/15
Phone 8/6
Textbook 4/10
Song 11/8
Song 7/18
Lamp 4/1
Phone 2/5
Phone 2/9
Song 8/24
Lamp 7/15
Lamp 1/6
